round,experiment,train_loss,eval_dice,evaluated_at_utc
1,FedAvg,0.6867409216033087,0.09490710993607838,2026-09-17T13:39:26.887770+00:00
2,FedAvg,0.5570645199881659,0.23025878270467123,2026-09-17T13:39:26.887770+00:00
3,FedAvg,0.4834643304347992,0.4664569497108459,2026-09-17T13:39:26.887770+00:00
4,FedAvg,0.4200100964970058,0.5935331185658773,2026-09-17T13:39:26.887770+00:00
5,FedAvg,0.3574469288190206,0.7305981119473776,2026-09-17T13:39:26.887770+00:00
