round,experiment,train_loss,eval_dice,evaluated_at_utc
1,FedAvg,0.8185519576072693,0.05476238826910654,2026-09-17T13:23:58.844074+00:00
2,FedAvg,0.648412956131829,0.09973309934139252,2026-09-17T13:23:58.844074+00:00
3,FedAvg,0.5628330243958367,0.167146568497022,2026-09-17T13:23:58.844074+00:00
4,FedAvg,0.49898556868235266,0.25703097383181256,2026-09-17T13:23:58.844074+00:00
5,FedAvg,0.4530031250582801,0.31756337483723956,2026-09-17T13:23:58.844074+00:00
