round,experiment,train_loss,eval_dice,evaluated_at_utc
1,DP-FedAvg,0.759391274717119,0.03115898184478283,2026-09-15T12:37:03.713629+00:00
2,DP-FedAvg,1.4132311211691961,0.03200908750295639,2026-09-15T12:37:03.713629+00:00
3,DP-FedAvg,2.108249690797594,0.030793041611711182,2026-09-15T12:37:03.713629+00:00
4,DP-FedAvg,1.1159361600875854,0.03139895821611086,2026-09-15T12:37:03.713629+00:00
5,DP-FedAvg,2.993293046951294,0.03202000136176745,2026-09-15T12:37:03.713629+00:00
